Syllables,Cumulative FREQcount
lnfɔr ,54
ɣlɔs,29
stɵmp,8
 bɑnts,10
 jy ,413
 ʃɪːr,30
smɑxt,108
 lɔns,385
 vleːz ,1
 snaːlt,2
 ɪŋz ,18
 smɔndh ,1
ɪnx ,737
sxʋɪŋ ,1
sprɑk,2510
kleːd ,446
 dɪŋ ,4971
 doːv ,24
bɪŋ,857
lreː ,141
 pus,85
prɔpst,4
 stujt,10
ɑfɣ ,1
 nix ,1
xloː,147
 skɔpsx ,4
fɑŋk,1
lxɛp,1
bus,21
lɵl ,297
 plɛŋ ,3
ʋɔnd ,10
 bət ,70
zoːt,347
 aːts ,2
 jɔs,36
byrth ,1
 mɛljnh ,1
zɔr ,20581
 brif ,182
pyr,1052
kraːk,473
lmoːh ,4
lky ,2
kʋeː,346
 klɑmpt,24
krɛlm,1
pɔɡ ,6
fʋɑf,1
 snaːrtʲ ,1
 stɔl ,24
 ɣɛwlxt,2
 luf,1
 vɛnl ,1
(en)ɒn ,325
jɔrk ,80
nɑxtz ,32
 ɣɔlf ,15
lɑfh ,29
sil,295
tɔr,23431
nɵts,304
 zɔs,62
krɔɲ ,2
 ɛɪ,13687
 mənt ,72
 loːx ,2459
kvɑts,8
 lɪx ,2338
vɛɾrljkt,1
 səlt,590
 yːs,2
moːk,12
bɔndz ,11
 ryh ,5
 ɣrʌʊ,26
dɑrk,99
ɛrwt,73
plɑjt,12
stoːtʲ ,62
 spɔr ,355
blɵst,78
jdeː,2
 saːjs,12
 ɣrɪms ,3
lmɔk,1
ʋɔrfsh ,5
 tɑlk,36
jhɑb ,2
jeːms,1
 trɛs,45
 tɵmns,1
sʌʊz ,1
rɑn ,33343
lmboː ,14
 klaːz ,1
 reːl,662
brɛɪn ,40
nin ,6
kvɪt,33
frɵk ,14
 ʋɔnd ,1
 krɔ ,346
kʋɑ ,234
zʋɛɪnt,25
laːrs ,28
 brɑs,85
sɪŋs,87
ʋɑrsxt,1
kɵntʲ ,7
sxɪmp ,6
bhɑm ,6
 frup,13
 lɑjŋ ,4
 aːrd ,1
 proːk,3
mfaː,2
trɛln,10
 pikt,1
pɔt,8575
mœyr,29
 kɑtʲ ,4
rɔlfs,1
 frən,5
 dəŋ ,461
kɵtz ,1
mkmɪn ,1
 nɑjn,23
lɵk ,2326
 dɔlk,2
 ʋʌʊt,225
spaːr,2076
ʋbɑl,3
trɑjl ,2
 sproːt,1
ɛk,168929
 ʋeːns,3
skrɪn ,1
 trœyt,7
 zɵms,20
 ʋɔmp,2
mɔts,5
 kɪm,44
 dɑms,219
 dɛm ,344
nɑjs,5
 sxif,1
hɛtʲ ,79
dʒaːj,9
 vɔrst,13
 vɛrblndlŋ,4
pɛɪl,710
ɣʌʊnt ,4
 ʋɪːrx ,1
 ɣɔnt,31
bɪlz ,17
 bux ,1
 mɑxtl ,3
 rɑrts,71
 ʃɵŋk ,1
ɣloː ,2746
 slɔk,75
ɑfs,434
ɣɔŋ,115
 fɑsh ,1
pɪː ,9291
 ɵrs,105
 fɔrm ,25
 ʋaːmst,1
ʃɵbx ,6
 iv ,9
fɛk,9432
hɛlz ,1
 stɛn,2542
 ɣɛp,2
klɑrkz ,15
bøːl,227
kɵrl,4
mknɵ ,14
mkʋɪ ,4
 ɪsh ,29
 zyrt,24
tɑh ,14
ʃlɛlt,7
 vɛlsh ,6
bmksɪŋ,1
kʌʊdh ,21
 ɣəns ,31
 toː ,18549
 niltʲ ,1
 bøːrs,285
sxoːr,16
aːld ,14
 frɑk ,38
 soːnz ,53
ʋhɪx ,8
ʃɑnk ,2
 skloː ,1
ɣɑns,502
vɑnl,1
blɔndh ,1
ʋɛɪp,2
 sɵrft,14
 ɣɑnl ,4
 sxɑpsk ,5
 dəns ,30
mkfɑjn,2
 təx ,2341
 sprɔfs,2
skvɑt,37
bəstrj ,1
ɣrɑfsx ,28
 ɪps,59
il,27756
 siɾrh ,1
 dɛmh ,765
 plɑp,120
dzɛlv ,1
uxst ,1
ɛstf,12
 dɪrt,3535
deːts,82
 plər,66
 ɣɛntljn ,2
brɑm ,18
 mɵz ,17
mty ,1
klɵls ,1
 ɣraːl ,1
 sxœyt,78
 sxɪrt,3
plɵst,3
klɵxt ,1
zʋɑŋ ,3306
 ri,116466
rɵstx,1
fɪn ,477
ʋɛts ,787
 rɛts,44
vɑstʲ ,2
tɛmps,23
kɑf,291
bils,13
 rup ,299
 jɛrtʲ ,16
dɛp,229
tɵrkz ,1
sxup,1
 pɛ ,2418
sɪlph ,2
 rɛrxst,1
 stɪpt,4
 rɛɪk,13694
reːn ,777
 zɵm ,3
fɔx,139
 stɛɪxt,61
flɔw,23
hɔn ,6830
ɣlɵm ,7
 mɑrkt,674
 dɛrlŋ ,3
 breʊ,133
 tɑwk,13
kɪrx ,13
 ʋənt,7
mirz ,6
 vuxt,429
pfuj,1
 loːts,30
 blʌʊt,2
mɛlx ,26
 nɔɾrh ,2
 leːd ,9
 stɔːrts,6
slɔkt,77
vɔlks ,87
ɑls ,124
 jɔːrtʲ ,4
ɛst,33697
vraːɣ ,361
klɪn ,133
 keːh ,2
 dɛntʲ ,109
brɑn,13212
zɛnt ,52
 truŋk ,3
treː ,9212
 stɔɾ ,6
 sɑlf,2
 khɛɪt ,20
ɣɔn,6272
 nis,2293
 vaːrdlŋ,2
 pɵnts ,1
dvdaː,1
 lɔɣl ,1
ɣrɑt ,10
 naːmp ,2
 maːɡ ,2
nɛrt ,54
 baːst,1643
ɛmkʋh ,2
 tɛrlŋ,1
blɪksks,1
 kɔnflkt ,1
 tits,1
mklɑŋ ,2
ɛns ,183
 spulk ,1
 toːr ,221
kɔt ,589
 trɛkt,2288
rɔm,111625
 ɣrɔs,8
frɛɪ ,129
bhaːr,1
 ʋɪŋ,1525
 ɣruj ,224
 ʋil,146
sxʋɑp,1
dɪxtsx ,6
 lɛɪ,36702
 məl ,309
 sxɛrmt,1436
hoːr ,18
nɑss,16
slɛk,120
kɑlms,1
 nɑfh ,645
tvkɪts,1
 slɪːr ,25
nɔrdrh ,1
hɛmt,544
 blɪŋ ,65
 snɛlst,1
kdaː,3
 ɛld ,12
 noːvt ,1
 ul,82
ɑmph ,41
 tirt,111
 rɛɪf,568
mɑtk ,1
hɔf ,241
 boːn,32
mɵŋ ,73
 pɔts,35
 dɔlf ,3
mxɑr ,6
sxɛlp ,70
kɛlx ,3
hɑft,2
 zɵk ,30
dɛɪ,3515
 tyn,2
 tims,20
klɔwn ,46
 breː ,2776
trɵŋk,4
 tɛkst,124
 stoː ,9709
sxœyn ,9
ʋɑ ,40668
ɛnt,215923
 lœyk,92
kneːp,140
ʋɔːrts,7
 teːlŋ ,5
kɔtz ,67
kʋɑst,93
klɛm ,107
 tɛnt ,1716
 stɔp,5120
 spu ,480
vɛkx ,11
 smɑrt,1
bleːk,1432
 boːxh ,2
nɔxs,1
kvə ,11
 skyl,23
rœymt ,2
yrz ,6
ʒi ,478
 aːtʲ ,14
dʒɛŋ ,6
snus ,56
pɛrzl ,2
txɪn,3
ʃʌʊɣ ,14
 strɛst,162
vlɵ ,305
trɑklŋ,2
sxiss,1
 klaːɣ ,255
 vlɑx ,1
mɵnx ,104
blaːm,57
 pɔrt ,80
doːmh ,1
speːk ,140
 vɪz ,24
 fləlt,4
zɛnt,627
bɑxs,62
tɛn ,12726
 rɪxtz ,1
dɪps,26
 drɛɪfsxsm,2
 slɵk,765
ʋfɵn,1
 kɑjjs,1
 rœyt,29169
 zʌʊs ,1
 rɵlt ,1
 nəx,10985
 leːnx ,3
 taːm ,2
ʃɛt ,72
rɛɪxt,15572
ɣuts,933
 səntʲ ,16
bijkt,1
 rɪŋt,357
kɪn,42907
tʲɪps,1
ɣrɔsx ,2
zʋoːr,31
kviʃ,37
tʌʊxt,7
 frɛxt,86
ɣɑz ,137
klɪː ,6101
luw,9
 nɑrls,1
naːrh ,7
 braː ,577
 frɔx,1
 stɑjk,3
søːs,91
 boːm,672
pɵŋ ,47
luk,2074
zʋɑn ,2
 fɛltz ,1
klɔwns,277
kɔmpl ,1
 brɔks,2
 nɪrt,1682
 ʋɑrk,101
pɪŋk,189
ʋɛɪrt,5
døːn,98
 kɪŋsh ,2
 lɛnk ,1
ʃɛlsts,1
kvɛtx,1
 reːks,23
krœyph ,1
 spyxt,78
doːv ,48
 kaːz ,2
ʃɪn ,52
plɔf ,189
 vɔːrts,55
fy,1943
nmɛt,1
 bɛrts,214
blaːst,337
bɑsh ,159
brɔm,157
 vleːs ,1
mɪm ,44
 oːs,105
 skɑnt,500
 zɛɪkt,9
hɛbt ,4
pɑr ,16668
ɛɪsh ,314
 lɔnt,30
spleːt,128
lsɵl ,1
dreːd ,5
klɪnt,34
nɔrms,13
dɛrtlx ,1
 dœyt,333
 vərbljf ,1
 kɪn,2885
bɔlk,15
bi,52284
fjɛlt ,3
ɣɛks,171
kɑftʲ ,1
ʋɪŋ,8426
 ɣɔf,32
vrɑj ,1
 daːk ,3
 strə ,307
nɛɪl,756
ɔmx ,1
 ɣɪŋz ,168
 kaːr,28127
stɔʃ,4
 ɑwk ,1
bɑk,6188
nɛk,3981
blaːs ,36
 vits,4
støːn,2459
tɔŋh ,2
klɑrk ,15
tɪx ,1107
ɣɛɪlt,65
kraːntʲ ,19
fɪsk,31
sxɪːrk ,2
 tɑv ,206
 kɔmp,34
tiŋ ,42
ʋɛlp ,20
hɛɪlx,1
 sfaːlt,1
blu ,5863
 paːl ,1769
oːn ,15776
 ɔmlŋ,1
 trɛp,1
pleːx,2742
ɣeʊ ,1
 ɣlɑs,352
 zɪn ,769
 frɔnst,3
 nɔxt,24
 mɑx ,1679
 sxœyf ,6
 jeːn ,1
sxtaː ,1
bərɣz ,1
tɛj,14
plɑx,16
 tɵm,1315
heːl ,36
fɛt,323
fleːt,188
dɛʃ,13
 vɛn,4279
 sɪːrt ,2
 toːlŋ,1
ɣʌʊls ,1
strɑks,8578
 dʌʊx ,8
beːp,7
 tɔnlŋ,3
 flɔʋ ,1
 dərt,14317
lɔkt ,1
 ʋɑrh ,1
taːh ,253
 kɛljk,12
prɵl,50
fœyt,16
pɵŋ,121
flɛ ,978
knɛxtʲ ,35
 ɛw,57
rɵm ,446
 ɪt ,77
ɑtr,17
 strɵx,1
tlni,1
 sxɪmp,23
 bɪ ,2585
brɑwn ,15
foːl,4
 leːz ,3
 nərtzh ,1
lvɑ ,1
mɪsksh ,1
 tit ,1388
jœy ,4267
 kɛɪn,288
jɑz ,121
ɣnoː ,21
kɛɪl,17
leːŋ ,5
sfɪː ,228
 blən,2
zʋɛmt,188
xeː ,9983
 joːrs,18
neːh ,32
bɔːrd ,142
ʒa ,53
zʋɪ ,8
mik ,22
dɵl,2550
turtʲ ,8
 tɑph ,5
 pɛrʋ ,10
 zeːts,5
 mɑws,1
 bli ,3398
 sxit ,3
 ɛɪmp ,342
fy ,1258
 fɪn ,59
zʋu ,127
fɑwl ,6
 aːlt ,2
loːnt,461
vluksh ,1
 bɛlh ,27
bɛx,24
 trɛɪn ,4
 drøːk ,1
dris,17
 nɔp,2087
 snoː,756
brɑjn ,38
klik ,60
stɑnx ,7
strɵŋk,2
 sɔrx ,3
kɵlp,62
brɛtsx ,1
hœyt,1743
 ɔt ,4
 ɣeːt,8770
ɵl,81167
prʌʊsts,1
 stɪft,314
mɛn,92660
 fɛrt,579
 fɑrk ,3
ɑf,130177
tɔrks,1
 brɪts,15
 luntʲ ,2
 ʋɛnh ,1
fɪksks,10
 mɑw,4
hɛrt ,18
kʌʊɾ ,1
rɪtx,274
 nirh ,1
klɵtsk ,1
ʃeːp,5
ɣlɪː ,1
kvzaːj,28
mkloː ,24
knɑk ,26
tɪʃ ,9
spaːn,1107
keːsh ,14
 bɪx,22
dɵrd ,1
lvaː ,64
 boːmp ,7
pin,210
lɪnks,32
klɑŋk ,9
 bɵ ,293
min,299
doːt ,572
 ʋɪxt ,118
 klɛ ,250
tɑɲ ,120
 stun,39
 tɛrʋ ,1
 mɛɪn ,411
bɑŋkl ,1
 kraːl,9
 ʋɑns,15
ʌʊtʲ ,1944
 kɪ ,749
tɛɪdx ,2
 klɑx ,271
 ɣɛwljt,1
 sɑndr,1
slɑŋks,2
 kɪp,26
 buːn ,6
pyrs,6
kvɪrnh ,2
 nɪst ,1
 ʌʊt ,335
 kɛps,8
broːk ,12
 mɛf ,3
 sfyrtʲ ,2
 jɪt,166
hɵk ,53
 lik,540
 rint,100
tɪːrt,227
tɪks,211
 kɪŋs,261
 ɣœyt,500
lɵnxt,151
skɑɾ ,242
 prɛɪz ,12
 lɪmp,1
 klɪk,116
flɪŋ,2585
bəsx ,1477
 zɛks,23
 brən ,1
nɪmph ,10
siɾ ,94
jumt,1
kɔn ,43159
ʋhɑw,4
feːlk ,10
bøː,52655
daːn,49952
noːps,9
saː,50380
 dɔsx ,1
mɔː ,213
tɔʋ ,56
 pɑm ,8
 nɔr ,2776
 ruft,27
ɣɑlmt,5
tɪs,3823
 ɑb ,33
 kəm,518
uf,19302
 skraːm,95
buxsx ,9
hɑjlsh ,5
trɑj ,533
pit,422
lɵnd ,9
sxrɪf ,122
 laːx ,7
snʌʊ ,47
klɵns,96
 lʌʊrs,12
hɑkt,123
 pɪŋkt,2
 bərh ,51
 klɑlstl ,1
 rin ,54
sɔms,15302
 dɪɣm,1
ɛnr ,1
broːt ,1027
teːp,2
dɪv ,2
 lɔm ,361
eːn ,14217
 ɣɛm,6
stœykt,74
pɵk,335
striːm,9
frints,20
lɛɪks,25
 klɛs ,1
brɵlt ,1
 ʃɔɡ ,2
nɔɣ ,1265
 rɪnks,4
 pirh ,12
trɔmp,2
 ʋaːz ,7
kvi ,173
 stɪl ,380
 vœyt,33
ʋir ,70
 fɑs,233
mɑtz ,1
ʋɑj,274
 stəŋ ,117
 klɵns,5
 lɵrx,1
 vɑtʲ ,1
hɪːrlj ,1
 daːrd ,2
 jɛŋ ,7
zoːl,65
ldɪː ,3
 traːh ,7
ɪːrt,16920
beːnt,171
kʋɑrt,1165
nɛd ,28
 stɑn ,5649
ɣlɪm,1332
bip ,4
smɵ ,144
 ɣraːx,501
 snɑx ,1
 nœykt,4
ɑmk,7
 lɛɪm,78
 kreːm,2
 frɛnt,2
ɣəŋ ,379
 nɵm ,3
vlɔt ,4
brɪn ,13
fih ,58
bɛhm,4
lpɔh,1
 ɑndz ,6
 un ,425
kɵrɡ ,20
 frəm,1
lɪp,3131
 sun,1235
vɔrmt,651
lɵxt,10709
pløːr,74
 nɪtʲ ,1
 spərt ,1
sʋaːr,10
ʌʊs,3365
pɑps,257
tɑnh ,13
sʋoːp,6
 fih ,57
preːh ,88
ɑfsx ,386
 droːmt,966
hɑndsx ,316
six,128
 paːlt,1962
zʌʊtʲ ,32
stœyp,57
spleːn,1
slɛɪp,39
 ɑŋs,12
 fɪttʲ ,1
mkvɪ ,1
vrut,10
 sy ,3771
 rɪst ,2
 vɑk,458
brœyd ,455
 kɔːrt,1813
 ir,130
sy,11146
vraːx,30700
snupt,29
sxɪmp,29
ɔph ,9132
 vɑjl,1
skvi ,13
 stɛnlj,1
lɛɪnt,1383
pɔlk ,1
vrɑnt ,1
 tœytʲ ,1
 mɑj ,262
 nuxt,6
 dɛkh ,1
 rɛmh ,1
skis,57
 snə,347
jɛvh ,7
 lɔɣz ,78
ʃɔm ,11
 ɑrl ,9
krɛŋk ,11
 ɛsh ,32
veːm,1
laːtst ,6
ply ,328
 zɪŋkt,9
knøː,228
 raːpt,87
dlɪː ,13
krɛs ,12
lɛɪph ,1
 nɑzw ,1
kœysh ,26
vrʌʊt ,1
 loːps,39
mɛŋs,1
 ɛŋ ,72
lɪts,462
slɔ ,1161
vru ,7018
 sɪːrts,1
lsoː,36
 rɔrlst,2
ɣʋɑŋ ,9
stɑnd ,923
 lɑnks,8
rɑjs,28
kaːn ,4096
lsɵml,1
 lɛnx ,10
 rɵs,6128
strɵ ,64
 dɛŋklŋzd ,1
aːɣ ,3031
 zɛtsh ,9
dɔpps,56
 klɛrs,2
hɪlh ,3
ʃɛr,3072
klɑxt ,2
kvi,245
 kɛndh ,12
vʋaːr,2
 zɪːrt ,1
blɪx,31
hɵpt,1
kløː ,1426
 praːkt,27
uː ,250
sxœyl,1308
teːns,12
mɔːrtʲ ,12
 tints,1
 sxoːn ,35
 lɔŋk ,1
fraːj ,7
 flɪŋs,10
 ɣɪs,1677
 seːnh ,17
koːf ,3
tɵrz ,33
bɛr ,4127
laːt ,29082
skɑlp,48
 kən ,8218
spit,123
ʋɪp ,50
sxlɛ ,27
mɔf,184
saːt,592
lɪfts,14
 køːrs ,1
frɑns,1258
 nɔk ,49
ʋhɵr ,1
fɵm,535
 sɑx ,549
 dɛnls,4
 rɑŋk,9
 strust,1
lhoː ,2
 zɛlsh ,9
 boːltʲ ,1
 klix,1
sxrɔp,34
 drintʲ ,1
 kɑntʲ ,27
mkloːn,2
 plɑp ,7
jhɵ ,3
krœyksh ,3
dɛs ,18
tʋɑrts,1
 kɪd ,130
 trɵx ,1
 koːjt,17
 ɣraːh ,1
 lɑrh ,6
 raːlh ,7
 nɛɲ ,23
plɛz ,6
 ʋɛɪɣ ,1
bu,29523
ɣɔr ,2652
 sɑmt,1
 lijk,14
ɛlf ,5655
strɑŋ,137
dœyt,4550
mʌʊr ,13
 lɑnk ,1
 vaː ,12208
ɣltaːr ,1
rhɪtm,10
vɑŋt,898
veːx,652
mɪkh ,97
 kruɣ ,1
ʋeːv ,78
ɑrɣ ,160
kɵn ,3844
 tɑxs,3
lɑl,599
 ɛɪms,40
 rɪrt,1066
 fɑrt,24
 vreːmt ,2
 ɣeːk,4
tɑts,360
stɔɾrs,25
dɵts,10
mkbits,6
 oːls,20
 ʋɔrk,97
kvoːh ,1
sɪɣn,15
 mɛltx ,2
 rumt,1224
zʋeːp,303
jɔ ,621
sxrɔk,479
 maːl ,100
kʋɛɪnt,13
 mənd ,5
ɣlɑns,134
zɛz ,548
flɛʃ,9
dil,3
 bər ,1579
nɪːrh ,128
 pɔns ,6
tɑŋsh ,1
 urtʲ ,9
plɔf,749
 mɪːrs,2
 ɑwn,27
 flɔw,7
ʋɑlt ,4
 traːx,260
knɪpt,77
 slɑɣ ,172
køːrlŋzd ,1
tʋeːn,6
 baːj ,1
 slɛɪk,3
 pɵnt,1805
roːm ,2042
 lɪŋ ,9368
 pleːt,1574
ɣlɔw,12
blʌʊ,4298
 kyrt,12
 toːh ,40
zɛɪl,850
 ɣɔpk ,1
 ruk,4
 jik ,1
kɛlt ,27
 in,47
 krɑs,97
mɔrfl ,2
 lɛɪŋ ,19
prɔfh ,3
 nɛkt ,1
bɵk ,95
kɵrtʲ ,1
ɣɛzlxt,2
 sklɛrk,5
dɪ ,11219
frleː ,1
dɑrm,274
 spɛɪp,48
stɔks,6
 sɪn,1642
dɑl ,331
 sɑŋst,95
 boː ,16028
pɵss,14
 ɣlɑm,2
 ɣlɛs,158
tiːmsh ,1
 kɑfsx ,36
 zɪŋ ,2645
 stɛsts,16
 məl,9176
stɑŋk,534
nɔd ,3
spɛn ,794
kʌʊrt,322
dskɔm,11
 slɔnt,17
vaːxt,216
ɛtt ,71
 stɵks,4
 ɣɑj ,40
fɛ ,5961
lspaːh ,1
naːr,219244
 skrɑjn ,5
bruk,4044
 mɪs ,13
lseː,66
hɵnt ,29
nɔp ,872
frɪxt,7
 zaːn,106
 siʃ,10
sɵn,664
doːdsh ,22
 rɪms,4
brɛzjɲ ,1
dreːf,402
 ʌʊrt,2
 stoːlz ,1
 kɛts,582
 sxaːv ,261
lpkɪss,2
slty ,2
sʌʊx ,3
 skɵm,3
 tɔks,69
ɣlɪŋ ,2
strɪx ,25
klti,6
mijn,4
 sxy ,19
 ɪrs,8
 bujt,158
 rʌʊn ,3
bɛɾ ,55
sɛk,12150
 dik,27
 sxœyt ,4
klɪ ,1801
 sxɔps ,2
 dərt ,23
 ʋɪːr ,1237
spɑwn,22
 ɵsf,2
 ɣɵlt,16
 brɔ ,159
bəltʲ ,2
splɪts,92
krɑm,357
 ʋɛld ,195
 pɵz ,22
preː,50196
 klʌʊt,15
hɑjr ,7
 kɔms,7701
ɛɪrl,20
 zɪxtl,1
 frœyts,12
u,1548806
 ɣɔlt,13
tsis,14
sxɑmp,56
ʃɑnt,45
 skrɪft,1
ɣrɔls,4
ɔntst ,1
kɔln ,8
 stɔlp,1
 sxɪːrt,5
 bɑn,3793
ɑrlt,4
 seːl ,39
ɑrts,4012
ʋɛm ,1563
mnɛf,2
stɑmps,23
 ɣɵnst,73
ʋɑlst,37
 fɔks,7
 krɛɪkt,2
 mɑrkt ,11
brœynt,43
 sɑks,5
 mɑls,12
i ,828675
mkɣɵ ,1
til,665
 lɛnʃ ,6
ʃɑf,78
slaːfh ,1
 blɛɪn,1
sxɛɪntʲ ,52
 mɑs ,1
aːk,141679
dɪsɡ ,2
 vɛl,6544
 mɪnt,166
sɔl,5247
tih ,60
aːm,52548
 lɛw,19
pɛk ,6194
klɔwnsh ,1
 sərs ,3
 krɪd ,21
lxi ,4
foːz ,26
dlɣi ,2
 dɛrmlnt,1
 ɣlɛxt,8
 nøːrs ,3
 stunt,5
pɛrs ,40
 bɔs,171
 pleːxt,1256
 uft,49
 dɛss,6
lɪxt ,1029
snuj,76
sɛɪs ,13
kveː,746
sxeːn ,33
 myh ,8
blœy ,1
vyr,7734
 vɛj,7
 rɔx ,277
 sxuj ,3
 ɪ ,8656
haːr ,930
vut ,1987
 sfən ,7
 fɑt ,95
drɵɣz ,444
 sɑp ,22
 kɵtʲ ,5
sxʋɑns,3
pɪpsk ,1
jɵt,188
 nɔtʲ ,2
bɛrnt,17
 rɵmf,1
leːxs,2
oːj ,3687
slaːxt,889
pɪːrx ,1
sti,29575
 vɑjt,3
 sɛph ,34
drɛls,4
 ləkst,141
dɑp ,28
 baːnt,119
vɑɾ ,167
rnaː,7
 nɛɪk,3
tʃɛts,5
ɣɔph ,12
ndeː,56
tʲɑj,1
ʋɔnt,4146
 vaːrz ,1
rɑnx,598
dɔrs ,3
 fəx,74
ɑrks,344
ʋœyst,1
 kɔts,118
 stɔkt,4
 ɣɔn ,102
 bis ,1
tɑm ,741
krɑps,54
 nœytʲ ,2
stroːj,224
 fɑnts,7
 lɑmp,111
kɛɪl ,12
ɛlz ,178
ɣʌʊt,2920
 ɛb ,298
mɔr ,34053
 ɣirs,719
kʌʊx ,11
hɑŋk,857
reːd ,1085
plɑts,24
ɑlzh ,55
 suk,5
ʃɑjŋ ,2
 sɛrt,1064
 bɑ ,5095
rɪtx ,258
 mik ,7
vlɑkt,2
 pənt,3328
loːv ,3879
 mœys,188
 trɪls,2
 ʃiː ,22
 ɑrsts,4
 stun ,32
ɣɑnt,1051
sxɪː ,635
 pɵdh ,4
zʋipt,5
krɛz ,4
zum ,8
 ʋɛlt ,1
sɪmp,633
klɵxt,60
tɛls,919
 stɛɪtʲ ,64
 tɵls,1
 nɔɾ ,44
 viws,185
 sxɪp ,2
kɔrnh ,1
treːs,28
brɑnz ,1
kvɪː ,5
sprɪts,5
 roːl ,45
fru ,25
kɔlkt,3
bɑhr,4
 daːx,16760
 lɛnl ,14
prɔph ,8
 stɪŋz ,11
 tɛɪk,389
jaːr,39122
ʋeːɡ ,20
 stis,7432
 rɛlt,280
sxɔp ,215
 øːx,539
hɔm ,53
sɵnd ,3
eːnt,8740
rɛɪks,840
lɔnl ,2
tɛn,22144
streːt,699
 dru ,86
hœys ,1844
 stoːtʲ ,38
lvɑŋ ,4
 mɑks,242
 pɔns,85
dɵst,47
jɛn ,208
pøːk,228
krɔwt,6
filt,1196
slu ,647
 smɑxt,53
maːkt,42996
 tøːrsh ,1
zɑnd ,331
 ɣloːs,1
 mɛnt ,167
 ɣroːm,154
dɑrm ,76
toːl ,60
nɔpt,20
nɑr ,933
 krɑns ,57
 tɛ ,27729
ʋɛɪk,1045
nroː,3
sxɛrtst,2
 ɑrtx ,22
 spɛkts,1
klɵns ,1
 dɑlk,1
 spruj ,4
trɔs ,5
 ʃlən,1
 skɑns,47
kɔːr ,259
 nɔtx ,4
fʌʊt,7865
 ɣɪn,17598
 stit,895
mɑɲ ,54
brysk,13
lneː ,10
 zœyn,51
 ɵtst,10
 plɪŋk ,8
krɛm ,68
smɑŋ ,3
 rəŋ ,619
 ɣlœy,10
 ɣraːk ,1
fty,17
 mɑnts,1108
laːr,35009
klɑj,496
 fɑɣ ,1
 vreːkt,1
 bɪː ,13985
vloːx,734
tʲɑp,7
sɪks,129
pɵts,7
 kɑrh ,1
 sxɛrpt,19
frɔŋ ,15
 nøːr ,29
saːp,70
 vɪn ,2143
 zɪft,2
 taːw,1
 vlɑm,72
 tɑnts,61
 mɛn ,6217
 kɔrp,265
 zɛlz ,11
 rɑɣ ,80
poːxt,38
kɛɪx,4
vɔs ,8
vrɪŋ ,58
kɪŋk ,8
ljzi ,1
trɑjls,1
 stəlt,2568
zʋɑkt,4
tɪls,32
bʋɑh,3
 smaːl ,24
lɑwns,1
ɛɪtʲ ,1319
 fɵ ,98
kɪŋ ,2698
rɑnts,339
klʌʊx,8
dɵlk ,1
 kreːt ,2
ɛllx ,5
 pɛɪl ,6
moːl ,4
 prɛxst ,1
sɛnt ,280
 sxɑt,1017
ɣɛt,1136
 drɔst,2
sɔrt ,1
kœyst,19
mʌʊnt ,15
krɵk,171
zɑjt,19
 splaːt,293
uj,24722
lɣy ,5
 ɣɛls,934
 kits,1
 slɑst,36
 frɔdl ,1
stɛph ,685
fir ,16
 ɣrɵk,3
zhɑŋ,34
 jaːrz ,48
du,292886
 sfaːntʲ ,1
ʋheːl,20
nɔŋ ,105
 strɑns,1
 sfoːɣ ,2
 paːlts,3
 nuj,493
sxreːf ,5
ɪnktk ,1
 prɑx ,1
blɛrt,1
 lɑtlŋ,2
kɛnlst ,2
ɣrupsk ,30
 stoːx,6
ɔkt,1535
 rɵ ,4267
 skɔ ,650
vʌʊxh ,19
 lɔx ,1028
mrsaː,1
zhaːn,7
freːl,2
 mœyt,61
dɪxtst,258
ɑkt ,838
bris,147
 dɛlŋ,41
 ruj ,17
ɣroːw ,1
 ɣaːnt,213
blɵs ,27
kmɑrt,5
trik ,1
bɵrts,5
naːms,23
 ʋaːns,3
lvoːr,5
hɛn ,3358
vlɑk ,1529
 rɪr ,310
mɑfs,13
koːp ,762
tɛɪm ,2
 klɔkt,25
mɑrks,148
kzɛ ,2
haː ,27335
ŋaː ,13
 fɑr ,34
 trʌʊh ,3
 ɣrɑn,245
leːxh ,187
 dɔːrn ,5
ʋɑjt,13
 slɑm,110
 rɛt,7448
 kɔph ,10
 vuɣd ,1
 dɛrst,3
rutz ,1
 møːr,629
 brɵn ,1
 kɪː ,3847
kɔmp,3508
 vulsk ,3
reːv ,94
 snaː,4849
tʲɛtʲ ,1
 krɵm,18
sfoː ,405
dɪpsh ,5
nɪxt ,92
sxɪks,47
 jɔnx ,1
jɑs,3903
 soːj,2
ʋʋɛn,7
ʋaːkt,829
ɣlɔph ,2
 bənt,43
spɪːr ,49
sʌʊls,18
 poːtʲ ,53
 trɵs,384
bɔrst ,457
ɔnbl,1
mɑms ,1
ɛhm,136
sɛksx ,6
 rɔntzx ,1
 jərs,374
 ʃɪŋ,12
ɣɛɪjkt,2
kɵrk ,7
flɪrt,310
 dɔrm,3
ʋheːlx ,1
 sprɪ ,1
mŋy ,5
 aːrtʲ ,29
 blɪkt,17
 fœy ,8
 sɔks,1
ʃɪf ,12
 saɪt(nl),404
 məntk ,1
vreːtst,4
dun ,1438
zhoː ,4
smɵrv ,1
mtɑk,1
dɑks,103
 dɔs,212
 steː,15626
lɪpsx ,1
 ʋunz ,5
 bərt ,78
 lul,1
 doːft,343
mkfeː,11
 dɑrh ,2
 eːt,657
stɪkt,433
